izcode,izname,ttwa11cd,ttwa11nm
S02002515,Culter,S22000047,Aberdeen
S02002516,"Cults, Bieldside and Milltimber West",S22000047,Aberdeen
S02002517,"Cults, Bieldside and Milltimber East",S22000047,Aberdeen
S02002518,"Cults, Bieldside and Milltimber Central",S22000047,Aberdeen
S02002519,Garthdee,S22000047,Aberdeen
S02002520,"Braeside, Mannofield, Broomhill and Seafield East",S22000047,Aberdeen
S02002521,"Braeside, Mannofield, Broomhill and Seafield South",S22000047,Aberdeen
S02002522,"Braeside, Mannofield, Broomhill and Seafield North",S22000047,Aberdeen
S02002523,Hazlehead,S22000047,Aberdeen
S02002524,Summerhill,S22000047,Aberdeen
S02002525,Midstocket,S22000047,Aberdeen
S02002526,Rosemount,S22000047,Aberdeen
S02002527,West End North,S22000047,Aberdeen
S02002528,West End South,S22000047,Aberdeen
S02002529,City Centre West,S22000047,Aberdeen
S02002530,City Centre East,S22000047,Aberdeen
S02002531,Ferryhill North,S22000047,Aberdeen
S02002532,Ferryhill South,S22000047,Aberdeen
S02002533,"Kincorth, Leggart and Nigg North",S22000047,Aberdeen
S02002534,"Kincorth, Leggart and Nigg South",S22000047,Aberdeen
S02002535,Cove South,S22000047,Aberdeen
S02002536,Cove North,S22000047,Aberdeen
S02002537,Torry West,S22000047,Aberdeen
S02002538,Torry East,S22000047,Aberdeen
S02002539,Hanover South,S22000047,Aberdeen
S02002540,Hanover North,S22000047,Aberdeen
S02002541,George Street,S22000047,Aberdeen
S02002542,Ashgrove,S22000047,Aberdeen
S02002543,"Froghall, Powis and Sunnybank",S22000047,Aberdeen
S02002544,Seaton,S22000047,Aberdeen
S02002545,Old Aberdeen,S22000047,Aberdeen
S02002546,Tillydrone,S22000047,Aberdeen
S02002547,Woodside,S22000047,Aberdeen
S02002548,Hilton,S22000047,Aberdeen
S02002549,Stockethill,S22000047,Aberdeen
S02002550,Mastrick,S22000047,Aberdeen
S02002551,Sheddocksley,S22000047,Aberdeen
S02002552,Cummings Park,S22000047,Aberdeen
S02002553,Northfield,S22000047,Aberdeen
S02002554,Heathryfold and Middlefield,S22000047,Aberdeen
S02002555,Kingswells,S22000047,Aberdeen
S02002556,Kingswells North and Newhills,S22000047,Aberdeen
S02002557,Bucksburn South,S22000047,Aberdeen
S02002558,Bucksburn North,S22000047,Aberdeen
S02002559,Dyce,S22000047,Aberdeen
S02002560,Danestone,S22000047,Aberdeen
S02002561,Oldmachar West,S22000047,Aberdeen
S02002562,Oldmachar East,S22000047,Aberdeen
S02002563,Balgownie and Donmouth West,S22000047,Aberdeen
S02002564,Balgownie and Donmouth East,S22000047,Aberdeen
S02002565,Denmore,S22000047,Aberdeen
S02002566,East Cairngorms,S22000047,Aberdeen
S02002567,Aboyne and South Deeside,S22000047,Aberdeen
S02002568,Mearns and Laurencekirk,S22000047,Aberdeen
S02002569,Mearns South and Benholm,S22000047,Aberdeen
S02002570,Mearns North and Inverbervie,S22000047,Aberdeen
S02002571,"Fetteresso, Netherley and Catter",S22000047,Aberdeen
S02002572,Stonehaven South,S22000047,Aberdeen
S02002573,Stonehaven North,S22000047,Aberdeen
S02002574,Newtonhill,S22000047,Aberdeen
S02002575,Portlethen,S22000047,Aberdeen
S02002576,Banchory-Devenick and Findon,S22000047,Aberdeen
S02002577,"Dunecht, Durris and Drumoak",S22000047,Aberdeen
S02002578,Banchory East,S22000047,Aberdeen
S02002579,Banchory West,S22000047,Aberdeen
S02002580,Crathes and Torphins,S22000047,Aberdeen
S02002581,Cromar and Kildrummy,S22000047,Aberdeen
S02002582,Howe of Alford,S22000047,Aberdeen
S02002583,Kemnay,S22000047,Aberdeen
S02002584,Inverurie North,S22000047,Aberdeen
S02002585,Inverurie South,S22000047,Aberdeen
S02002586,Inverurie - Harlaw,S22000047,Aberdeen
S02002587,Durno and Chapel of Garioch,S22000047,Aberdeen
S02002588,Kintore,S22000047,Aberdeen
S02002589,Blackburn,S22000047,Aberdeen
S02002590,Westhill North and South,S22000047,Aberdeen
S02002591,Westhill Central,S22000047,Aberdeen
S02002592,Garlogie and Elrick,S22000047,Aberdeen
S02002593,Newmachar and Fintray,S22000047,Aberdeen
S02002594,Balmedie and Potterton,S22000047,Aberdeen
S02002595,Ellon East,S22000047,Aberdeen
S02002596,Ellon West,S22000047,Aberdeen
S02002597,Ythanside,S22000047,Aberdeen
S02002598,Ythsie,S22000047,Aberdeen
S02002599,Barrahill,S22000047,Aberdeen
S02002600,Fyvie-Rothie,S22000047,Aberdeen
S02002601,"Insch, Oyne and Ythanwells",S22000047,Aberdeen
S02002602,Clashindarroch,S22000047,Aberdeen
S02002603,Huntly,S22000060,Elgin
S02002604,Auchterless and Monquhitter,S22000081,Turriff and Banff
S02002605,Turriff,S22000081,Turriff and Banff
S02002606,"Portsoy, Fordyce and Cornhill",S22000081,Turriff and Banff
S02002607,Aberchirder and Whitehills,S22000081,Turriff and Banff
S02002608,Banff,S22000081,Turriff and Banff
S02002609,Macduff,S22000081,Turriff and Banff
S02002610,Gardenstown and King Edward,S22000081,Turriff and Banff
S02002611,New Pitsligo,S22000084,Fraserburgh
S02002612,Deer and Mormond,S22000075,Peterhead
S02002613,Mintlaw,S22000075,Peterhead
S02002614,Auchnagatt,S22000047,Aberdeen
S02002615,Cruden,S22000075,Peterhead
S02002616,Peterhead Links,S22000075,Peterhead
S02002617,Peterhead Bay,S22000075,Peterhead
S02002618,Peterhead Harbour,S22000075,Peterhead
S02002619,Peterhead Ugieside,S22000075,Peterhead
S02002620,Longside and Rattray South,S22000075,Peterhead
S02002621,Longside and Rattray North,S22000075,Peterhead
S02002622,"Rosehearty, Sandhaven and Tyrie",S22000084,Fraserburgh
S02002623,Cairnbulg/Inverallochy and Memsie,S22000084,Fraserburgh
S02002624,Fraserburgh Smiddyhill,S22000084,Fraserburgh
S02002625,Fraserburgh Lochpots,S22000084,Fraserburgh
S02002626,Fraserburgh Central-Academy,S22000084,Fraserburgh
S02002627,Fraserburgh Harbour and Broadsea,S22000084,Fraserburgh
S02002628,South Angus,S22000056,Dundee
S02002629,Monikie and Wellbank,S22000056,Dundee
S02002630,Barry and Panbride,S22000056,Dundee
S02002631,Monifieth West,S22000056,Dundee
S02002632,Monifieth East,S22000056,Dundee
S02002633,Carnoustie West,S22000056,Dundee
S02002634,Carnoustie East,S22000056,Dundee
S02002635,Arbroath Landward,S22000049,Arbroath and Montrose
S02002636,Arbroath Kirkton,S22000049,Arbroath and Montrose
S02002637,Arbroath Keptie,S22000049,Arbroath and Montrose
S02002638,Arbroath Harbour,S22000049,Arbroath and Montrose
S02002639,Arbroath Cliffburn,S22000049,Arbroath and Montrose
S02002640,Arbroath Warddykes,S22000049,Arbroath and Montrose
S02002641,Lunan,S22000049,Arbroath and Montrose
S02002642,Montrose South,S22000049,Arbroath and Montrose
S02002643,Montrose North,S22000049,Arbroath and Montrose
S02002644,Hillside,S22000056,Dundee
S02002645,Friockheim,S22000056,Dundee
S02002646,Brechin East,S22000056,Dundee
S02002647,Brechin West,S22000056,Dundee
S02002648,Letham and Glamis,S22000056,Dundee
S02002649,Forfar East,S22000056,Dundee
S02002650,Forfar Central,S22000056,Dundee
S02002651,Forfar West,S22000056,Dundee
S02002652,Kirriemuir Landward,S22000056,Dundee
S02002653,Kirriemuir,S22000056,Dundee
S02002654,Angus Glens,S22000056,Dundee
S02002655,"Mull, Iona, Coll and Tiree",S22000032,Mull and Islay
S02002656,Oban South,S22000073,Oban
S02002657,Oban North,S22000073,Oban
S02002658,Benderloch Trail,S22000073,Oban
S02002659,Glen Lonan,S22000073,Oban
S02002660,Loch Awe,S22000073,Oban
S02002661,Mid Argyll,S22000086,Lochgilphead
S02002662,Greater Lochgilphead,S22000086,Lochgilphead
S02002663,Knapdale,S22000086,Lochgilphead
S02002664,Whisky Isles,S22000032,Mull and Islay
S02002665,Kintyre Trail,S22000005,Campbeltown
S02002666,Campbeltown,S22000005,Campbeltown
S02002667,Bute,S22000058,Dunoon and Rothesay
S02002668,Rothesay Town,S22000058,Dunoon and Rothesay
S02002669,Cowal South,S22000058,Dunoon and Rothesay
S02002670,Hunter's Quay,S22000058,Dunoon and Rothesay
S02002671,Dunoon,S22000058,Dunoon and Rothesay
S02002672,Garelochhead,S22000054,Dumbarton and Helensburgh
S02002673,Helensburgh West and Rhu,S22000054,Dumbarton and Helensburgh
S02002674,Helensburgh North,S22000054,Dumbarton and Helensburgh
S02002675,Helensburgh Centre,S22000054,Dumbarton and Helensburgh
S02002676,Helensburgh East,S22000054,Dumbarton and Helensburgh
S02002677,Lomond Shore,S22000054,Dumbarton and Helensburgh
S02002678,Balerno,S22000059,Edinburgh
S02002679,Currie West,S22000059,Edinburgh
S02002680,Currie East,S22000059,Edinburgh
S02002681,Baberton and Juniper Green,S22000059,Edinburgh
S02002682,Bonaly and The Pentlands,S22000059,Edinburgh
S02002683,Colinton and Kingsknowe,S22000059,Edinburgh
S02002684,Clovenstone and Wester Hailes South,S22000059,Edinburgh
S02002685,The Calders,S22000059,Edinburgh
S02002686,Murrayburn and Wester Hailes North,S22000059,Edinburgh
S02002687,Parkhead and Sighthill,S22000059,Edinburgh
S02002688,Broomhouse and Bankhead,S22000059,Edinburgh
S02002689,Stenhouse and Saughton Mains,S22000059,Edinburgh
S02002690,Longstone,S22000059,Edinburgh
S02002691,Slateford and Chesser,S22000059,Edinburgh
S02002692,Gorgie West,S22000059,Edinburgh
S02002693,Gorgie East,S22000059,Edinburgh
S02002694,Shandon,S22000059,Edinburgh
S02002695,Craiglockhart,S22000059,Edinburgh
S02002696,Morningside West and Craighouse,S22000059,Edinburgh
S02002697,Greenbank and The Braids,S22000059,Edinburgh
S02002698,Colinton Mains and Firrhill,S22000059,Edinburgh
S02002699,Oxgangs,S22000059,Edinburgh
S02002700,Comiston and Swanston,S22000059,Edinburgh
S02002701,Fairmilehead,S22000059,Edinburgh
S02002702,Gilmerton South and the Murrays,S22000059,Edinburgh
S02002703,Burdiehouse South and Broomhills,S22000059,Edinburgh
S02002704,Mortonhall and Anwickhill,S22000059,Edinburgh
S02002705,"Gracemount, Southhouse and Burdiehouse",S22000059,Edinburgh
S02002706,Hyvots and Gilmerton,S22000059,Edinburgh
S02002707,Fernieside and Moredun South,S22000059,Edinburgh
S02002708,Moredun and Craigour,S22000059,Edinburgh
S02002709,Liberton East,S22000059,Edinburgh
S02002710,Liberton West,S22000059,Edinburgh
S02002711,The Inch,S22000059,Edinburgh
S02002712,"Blackford, West Mains and Mayfield Road",S22000059,Edinburgh
S02002713,Prestonfield,S22000059,Edinburgh
S02002714,Newington and Dalkeith Road,S22000059,Edinburgh
S02002715,The Grange,S22000059,Edinburgh
S02002716,Marchmont East and Sciennes,S22000059,Edinburgh
S02002717,Marchmont West,S22000059,Edinburgh
S02002718,Morningside East,S22000059,Edinburgh
S02002719,Merchiston and Greenhill,S22000059,Edinburgh
S02002720,Bruntsfield,S22000059,Edinburgh
S02002721,Polwarth,S22000059,Edinburgh
S02002722,Dalry,S22000059,Edinburgh
S02002723,Fountainbridge,S22000059,Edinburgh
S02002724,Tollcross,S22000059,Edinburgh
S02002725,Southside,S22000059,Edinburgh
S02002726,Meadows,S22000059,Edinburgh
S02002727,"Old Town, Princes Street and Leith Street",S22000059,Edinburgh
S02002728,"Canongate, St. Leonards and Dumbiedykes",S22000059,Edinburgh
S02002729,Abbeyhill,S22000059,Edinburgh
S02002730,Meadowbank and Abbeyhill North,S22000059,Edinburgh
S02002731,Willowbrae and Duddingston Village,S22000059,Edinburgh
S02002732,Greendykes,S22000059,Edinburgh
S02002733,Craigmillar,S22000059,Edinburgh
S02002734,Niddrie,S22000059,Edinburgh
S02002735,"Bingham, Magdalene and The Christians",S22000059,Edinburgh
S02002736,"Jewel, Brunstane and Newcraighall",S22000059,Edinburgh
S02002737,Joppa,S22000059,Edinburgh
S02002738,Portobello,S22000059,Edinburgh
S02002739,Duddingston and Durhams,S22000059,Edinburgh
S02002740,Mountcastle,S22000059,Edinburgh
S02002741,Northfield and Piershill,S22000059,Edinburgh
S02002742,Craigentinny,S22000059,Edinburgh
S02002743,Restalrig (Loganlea) and Craigentinny West,S22000059,Edinburgh
S02002744,Restalrig and Lochend,S22000059,Edinburgh
S02002745,Leith (Hermitage and Prospect Bank),S22000059,Edinburgh
S02002746,Western Harbour and Leith Docks,S22000059,Edinburgh
S02002747,North Leith and Newhaven,S22000059,Edinburgh
S02002748,The Shore and Constitution Street,S22000059,Edinburgh
S02002749,Great Junction Street,S22000059,Edinburgh
S02002750,South Leith,S22000059,Edinburgh
S02002751,Easter Road and Hawkhill Avenue,S22000059,Edinburgh
S02002752,Leith (Albert Street),S22000059,Edinburgh
S02002753,Hillside and Calton Hill,S22000059,Edinburgh
S02002754,Pilrig,S22000059,Edinburgh
S02002755,Bonnington,S22000059,Edinburgh
S02002756,Trinity East and The Dudleys,S22000059,Edinburgh
S02002757,Trinity West and Wardie,S22000059,Edinburgh
S02002758,"Inverleith, Goldenacre and Warriston",S22000059,Edinburgh
S02002759,Broughton North and Powderhall,S22000059,Edinburgh
S02002760,Broughton South,S22000059,Edinburgh
S02002761,New Town East and Gayfield,S22000059,Edinburgh
S02002762,New Town West,S22000059,Edinburgh
S02002763,Canonmills and New Town North,S22000059,Edinburgh
S02002764,Stockbridge,S22000059,Edinburgh
S02002765,Comely Bank,S22000059,Edinburgh
S02002766,Wester Coates,S22000059,Edinburgh
S02002767,Dean Village,S22000059,Edinburgh
S02002768,Balgreen and Roseburn,S22000059,Edinburgh
S02002769,Murrayfield and Ravelston,S22000059,Edinburgh
S02002770,"Craigleith, Orchard Brae and Crewe Toll",S22000059,Edinburgh
S02002771,Blackhall,S22000059,Edinburgh
S02002772,Drylaw,S22000059,Edinburgh
S02002773,West Pilton,S22000059,Edinburgh
S02002774,Boswall and Pilton,S22000059,Edinburgh
S02002775,Granton South and Wardieburn,S22000059,Edinburgh
S02002776,Granton and Royston Mains,S22000059,Edinburgh
S02002777,Granton West and Salvesen,S22000059,Edinburgh
S02002778,Muirhouse,S22000059,Edinburgh
S02002779,Silverknowes and Davidson's Mains,S22000059,Edinburgh
S02002780,Cramond,S22000059,Edinburgh
S02002781,"Barnton, Cammo and Cramond South",S22000059,Edinburgh
S02002782,Clermiston and Drumbrae,S22000059,Edinburgh
S02002783,East Craigs North,S22000059,Edinburgh
S02002784,East Craigs South,S22000059,Edinburgh
S02002785,Corstorphine North,S22000059,Edinburgh
S02002786,Corstorphine,S22000059,Edinburgh
S02002787,Carrick Knowe,S22000059,Edinburgh
S02002788,Corstorphine South,S22000059,Edinburgh
S02002789,South Gyle and Edinburgh Park,S22000059,Edinburgh
S02002790,"Ratho, Ingliston and Gogar",S22000059,Edinburgh
S02002791,Kirkliston,S22000059,Edinburgh
S02002792,Dalmeny and Newbridge,S22000059,Edinburgh
S02002793,Queensferry East,S22000059,Edinburgh
S02002794,Queensferry West,S22000059,Edinburgh
S02002795,Tullibody South,S22000061,Falkirk and Stirling
S02002796,Tullibody North and Glenochil,S22000061,Falkirk and Stirling
S02002797,Menstrie,S22000061,Falkirk and Stirling
S02002798,Alva,S22000061,Falkirk and Stirling
S02002799,"Fishcross, Devon Village and Coalsnaughton",S22000061,Falkirk and Stirling
S02002800,Tillicoultry,S22000061,Falkirk and Stirling
S02002801,Dollar and Muckhart,S22000061,Falkirk and Stirling
S02002802,"Clackmannan, Kennet and Forestmill",S22000061,Falkirk and Stirling
S02002803,Sauchie,S22000061,Falkirk and Stirling
S02002804,Alloa South and East,S22000061,Falkirk and Stirling
S02002805,Alloa North,S22000061,Falkirk and Stirling
S02002806,Alloa West,S22000061,Falkirk and Stirling
S02002807,Stranraer West,S22000079,Stranraer
S02002808,Rhins North,S22000079,Stranraer
S02002809,Stranraer East,S22000079,Stranraer
S02002810,Stranraer South,S22000079,Stranraer
S02002811,Rhins South,S22000079,Stranraer
S02002812,Machars North,S22000079,Stranraer
S02002813,Machars South,S22000072,Newton Stewart
S02002814,Newton Stewart,S22000072,Newton Stewart
S02002815,Gatehouse,S22000053,Dalbeattie and Castle Douglas
S02002816,Kirkcudbright,S22000053,Dalbeattie and Castle Douglas
S02002817,Castle Douglas,S22000053,Dalbeattie and Castle Douglas
S02002818,Dalbeattie,S22000053,Dalbeattie and Castle Douglas
S02002819,Dalbeattie Rural,S22000053,Dalbeattie and Castle Douglas
S02002820,Glenkens,S22000055,Dumfries
S02002821,Upper Nithsdale,S22000055,Dumfries
S02002822,Thornhill,S22000055,Dumfries
S02002823,Mid Nithsdale,S22000055,Dumfries
S02002824,Shawhead,S22000055,Dumfries
S02002825,Lochside and Lincluden,S22000055,Dumfries
S02002826,Summerville,S22000055,Dumfries
S02002827,Troqueer,S22000055,Dumfries
S02002828,New Abbey,S22000055,Dumfries
S02002829,Kingholm,S22000055,Dumfries
S02002830,Calside,S22000055,Dumfries
S02002831,Georgetown,S22000055,Dumfries
S02002832,Dumfries Central,S22000055,Dumfries
S02002833,Nunholm,S22000055,Dumfries
S02002834,Locharbriggs,S22000055,Dumfries
S02002835,Heathhall,S22000055,Dumfries
S02002836,Collin,S22000055,Dumfries
S02002837,Lochmaben,S22000055,Dumfries
S02002838,Lockerbie,S22000055,Dumfries
S02002839,Moffat,S22000055,Dumfries
S02002840,Langholm and Eskdale,K01000010,Carlisle
S02002841,Annandale East,S22000055,Dumfries
S02002842,Annandale West,S22000055,Dumfries
S02002843,Annan West,S22000055,Dumfries
S02002844,Annan East,S22000055,Dumfries
S02002845,Eastriggs,K01000010,Carlisle
S02002846,Gretna,K01000010,Carlisle
S02002847,Westend,S22000056,Dundee
S02002848,Perth Road,S22000056,Dundee
S02002849,Logie and Blackness,S22000056,Dundee
S02002850,City Centre,S22000056,Dundee
S02002851,Docks and Wellgate,S22000056,Dundee
S02002852,Hilltown,S22000056,Dundee
S02002853,Clepington,S22000056,Dundee
S02002854,Stobswell,S22000056,Dundee
S02002855,Baxter Park,S22000056,Dundee
S02002856,Craigie and Craigiebank,S22000056,Dundee
S02002857,Douglas West,S22000056,Dundee
S02002858,West Ferry,S22000056,Dundee
S02002859,Douglas East,S22000056,Dundee
S02002860,Broughty Ferry West,S22000056,Dundee
S02002861,Broughty Ferry East,S22000056,Dundee
S02002862,Barnhill,S22000056,Dundee
S02002863,Balgillo,S22000056,Dundee
S02002864,West Pitkerro and Balmossie,S22000056,Dundee
S02002865,Whitfield,S22000056,Dundee
S02002866,Fintry,S22000056,Dundee
S02002867,Claverhouse and North Ballumbie,S22000056,Dundee
S02002868,Linlathen and Midcraigie,S22000056,Dundee
S02002869,Caird Park,S22000056,Dundee
S02002870,Kirkton,S22000056,Dundee
S02002871,Downfield,S22000056,Dundee
S02002872,Fairmuir,S22000056,Dundee
S02002873,Law,S22000056,Dundee
S02002874,Balgay,S22000056,Dundee
S02002875,Menzieshill,S22000056,Dundee
S02002876,Charleston,S22000056,Dundee
S02002877,Lochee,S22000056,Dundee
S02002878,Ardler and St Marys,S22000056,Dundee
S02002879,Western Edge,S22000056,Dundee
S02002880,Doon Valley South,S22000051,Ayr
S02002881,Doon Valley North,S22000051,Ayr
S02002882,Mauchline Rural,S22000051,Ayr
S02002883,Drongan,S22000051,Ayr
S02002884,Mauchline,S22000051,Ayr
S02002885,Cumnock Rural,S22000051,Ayr
S02002886,New Cumnock,S22000051,Ayr
S02002887,Cumnock South and Craigens,S22000051,Ayr
S02002888,Cumnock North,S22000051,Ayr
S02002889,Auchinleck,S22000051,Ayr
S02002890,Northern and Irvine Valley Rural,S22000069,Kilmarnock and Irvine
S02002891,Stewarton East,S22000065,Glasgow
S02002892,Stewarton West,S22000065,Glasgow
S02002893,Darvel,S22000069,Kilmarnock and Irvine
S02002894,Newmilns,S22000069,Kilmarnock and Irvine
S02002895,Galston,S22000069,Kilmarnock and Irvine
S02002896,Earlston and Hurlford Rural,S22000069,Kilmarnock and Irvine
S02002897,Shortlees,S22000069,Kilmarnock and Irvine
S02002898,Bellfield and Kirkstyle,S22000069,Kilmarnock and Irvine
S02002899,Kilmarnock South Central and Caprington,S22000069,Kilmarnock and Irvine
S02002900,Piersland,S22000069,Kilmarnock and Irvine
S02002901,New Farm Loch South,S22000069,Kilmarnock and Irvine
S02002902,Dean and New Farm Loch North,S22000069,Kilmarnock and Irvine
S02002903,Southcraig and Beansburn,S22000069,Kilmarnock and Irvine
S02002904,Altonhill North and Onthank,S22000069,Kilmarnock and Irvine
S02002905,"Altonhill South, Longpark and Hillhead",S22000069,Kilmarnock and Irvine
S02002906,Bonnyton and Town Centre,S22000069,Kilmarnock and Irvine
S02002907,"Grange, Howard and Gargieston",S22000069,Kilmarnock and Irvine
S02002908,"Crosshouse, Gatehead and Kilmaurs Rural",S22000069,Kilmarnock and Irvine
S02002909,Kilmaurs,S22000069,Kilmarnock and Irvine
S02002910,West Clober and Mains Estate,S22000065,Glasgow
S02002911,East Clober and Mains Estate,S22000065,Glasgow
S02002912,Barloch,S22000065,Glasgow
S02002913,Keystone and Dougalston,S22000065,Glasgow
S02002914,Kilmardinny East,S22000065,Glasgow
S02002915,Kilmardinny West,S22000065,Glasgow
S02002916,North Castlehill and Thorn,S22000065,Glasgow
S02002917,South Castlehill and Thorn,S22000065,Glasgow
S02002918,Westerton West,S22000065,Glasgow
S02002919,Westerton East,S22000065,Glasgow
S02002920,Kessington West,S22000065,Glasgow
S02002921,Kessington East,S22000065,Glasgow
S02002922,Torrance and Balmore,S22000065,Glasgow
S02002923,Bishopbriggs North and Kenmure,S22000065,Glasgow
S02002924,Bishopbriggs West and Cadder,S22000065,Glasgow
S02002925,Auchinairn,S22000065,Glasgow
S02002926,Woodhill East,S22000065,Glasgow
S02002927,Woodhill West,S22000065,Glasgow
S02002928,Lenzie North,S22000065,Glasgow
S02002929,Lenzie South,S22000065,Glasgow
S02002930,Kirkintilloch South,S22000065,Glasgow
S02002931,Kirkintilloch West,S22000065,Glasgow
S02002932,Hillhead,S22000065,Glasgow
S02002933,Rosebank and Waterside,S22000065,Glasgow
S02002934,Twechar and Harestanes East,S22000065,Glasgow
S02002935,Harestanes,S22000065,Glasgow
S02002936,Milton of Campsie,S22000065,Glasgow
S02002937,Lennoxtown,S22000065,Glasgow
S02002938,Wallyford,S22000059,Edinburgh
S02002939,Whitecraig,S22000059,Edinburgh
S02002940,Musselburgh South,S22000059,Edinburgh
S02002941,Musselburgh West,S22000059,Edinburgh
S02002942,Musselburgh North,S22000059,Edinburgh
S02002943,Musselburgh East,S22000059,Edinburgh
S02002944,Pinkie Braes,S22000059,Edinburgh
S02002945,Prestonpans West,S22000059,Edinburgh
S02002946,Prestonpans East,S22000059,Edinburgh
S02002947,Cockenzie,S22000059,Edinburgh
S02002948,Tranent East,S22000059,Edinburgh
S02002949,Tranent North Blindwells Levenhall,S22000059,Edinburgh
S02002950,Tranent South,S22000059,Edinburgh
S02002951,Ormiston,S22000059,Edinburgh
S02002952,Aberlady,S22000059,Edinburgh
S02002953,Macmerry Longniddry,S22000059,Edinburgh
S02002954,Haddington Rural,S22000059,Edinburgh
S02002955,Humbie Gifford Garvald,S22000059,Edinburgh
S02002956,Haddington North,S22000059,Edinburgh
S02002957,Haddington South,S22000059,Edinburgh
S02002958,Gullane and Drem,S22000059,Edinburgh
S02002959,North Berwick North,S22000059,Edinburgh
S02002960,North Berwick South,S22000059,Edinburgh
S02002961,East Linton and Rural,S22000059,Edinburgh
S02002962,Dunbar West,S22000059,Edinburgh
S02002963,Dunbar East,S22000059,Edinburgh
S02002964,Neilston East,S22000065,Glasgow
S02002965,Neilston West and Uplawmoor,S22000065,Glasgow
S02002966,Cross Stobbs,S22000065,Glasgow
S02002967,"Dunterlie, East Arthurlie and Dovecothall",S22000065,Glasgow
S02002968,"West Arthurlie, Gateside and Springhill",S22000065,Glasgow
S02002969,Auchenback and Barrhead Dams,S22000065,Glasgow
S02002970,"Crookfur East, Fruin and Greenlaw East",S22000065,Glasgow
S02002971,Crookfur West and Greenlaw West,S22000065,Glasgow
S02002972,"Mearns Village, Westacres and Greenfarm",S22000065,Glasgow
S02002973,Whitecraigs and Broom North,S22000065,Glasgow
S02002974,Kirkhill South and Broom South,S22000065,Glasgow
S02002975,Mearnskirk and Maidenhill,S22000065,Glasgow
S02002976,Eaglesham and Waterfoot,S22000065,Glasgow
S02002977,Kirkhill North,S22000065,Glasgow
S02002978,Busby,S22000065,Glasgow
S02002979,Clarkston and Sheddens,S22000065,Glasgow
S02002980,Williamwood,S22000065,Glasgow
S02002981,Stamperland,S22000065,Glasgow
S02002982,Netherlee,S22000065,Glasgow
S02002983,Merrylee and Braidbar,S22000065,Glasgow
S02002984,Lower Whitecraigs and Giffnock South,S22000065,Glasgow
S02002985,Giffnock North and Thornliebank North,S22000065,Glasgow
S02002986,Thornliebank South and Woodfarm,S22000065,Glasgow
S02002987,Dunipace,S22000061,Falkirk and Stirling
S02002988,"Fankerton, Stoneywood and Denny Town",S22000061,Falkirk and Stirling
S02002989,Denny - Nethermains,S22000061,Falkirk and Stirling
S02002990,Head of Muir and Dennyloanhead,S22000061,Falkirk and Stirling
